# AUTO-GENERATED by scripts/velocity-export.js — do not edit directly. Source: ~/.lccjs/lccjs.db
id,ticket,title,role,h_min,c_min,actual_min,delta_h_min,delta_c_min,started_iso,finished_iso,closed_commit,notes,agent,model,repo
549,663,DEV: add Playground page to site — showcase textarea at /showcase/ with theme dropdown and site nav,DEV,60,30,14,,,2026-06-03T20:32:00-1000,2026-06-03T20:46:01-1000,,"added buildPlayground() to build-site.js; extended buildNav() for Playground link; copied lcc.tmLanguage.json to site root; playground at /showcase/ with 11-theme dropdown, textarea, tab-fix, debounce",BANANA,sonnet-4.6,lccjs
550,667,DATA: create day-seven-analysis.ipynb from day-six template,DATA,45,25,14,31,11,2026-06-03T20:49:32-1000,2026-06-03T20:56:15-1000,,"Duplicated day-six; applied ~20 text subs (day-six→day-seven, baselines, preambles); added date ceiling (substr finished_iso,1,10 <= 2026-06-03); executed cleanly; wrote full §7 takeaways from fresh outputs (439 cal rows, 3.50× median); filed #669 for fig casing anomaly; posted what-happened comment on #662",GRAPE,sonnet-4.6,lccjs
551,660,WRITER: add --comments flag to all gh issue view prescriptions in workflow docs,WRITER,20,8,1,,,2026-06-03T20:57:35-1000,2026-06-03T20:58:25-1000,,3 occurrences updated across 2 files; pre-flight glossary entry extended with why --comments matters (#652),BANANA,sonnet-4.6,lccjs
552,657,WRITER: add prefix-mapping legend doc,WRITER,15,8,1,14,7,2026-06-03T20:58:29-1000,2026-06-03T20:59:24-1000,,"Created docs/issue-title-convention.md with canonical role table, non-standard prefix redirect table, and decision rule. Added cross-reference link in claude_workflow.md at the inline mapping line.",ELDERBERRY,sonnet-4.6,lccjs
553,666,RESEARCH: design tooling enforcement for Rule 14 scope discipline,RESEARCH,30,20,3,27,17,2026-06-03T20:57:50-1000,2026-06-03T21:00:31-1000,,4-option analysis posted as issue comment. Option 1 (close.js diff stat) recommended; child DEV ticket filed as #671.,CHERRY,sonnet-4.6,lccjs
554,670,WRITER: TIL doc — GRAPE session 2026-06-03,WRITER,15,8,2,13,6,2026-06-03T20:59:05-1000,2026-06-03T21:00:19-1000,,"4 learnings: point-in-time snapshot semantics, hst_day derivation, day-naming vs clock, agent casing",GRAPE,sonnet-4.6,lccjs
555,651,write /write-til-doc skill,WRITER,45,20,4,41,16,2026-06-03T20:58:38-1000,2026-06-03T21:02:39-1000,,SKILL.md + REFERENCE.md; covers draft->issue->claim->write->README->velocity->close pipeline,FIG,sonnet-4.6,lccjs
556,665,DEV: post-close orphaned-worktree check — deferred teardown has no cross-session verification,DEV,20,25,,,,,,,,APPLE,sonnet-4.6,lccjs
557,664,DATA: day-six notebook date ceiling,DATA,30,20,11,19,9,2026-06-03T20:58:04-1000,2026-06-03T21:09:23-1000,,added hst_day<=2026-06-02 filter; updated §7 prose for fenced-run numbers (316 cal-usable); re-executed clean,DRAGONFRUIT,sonnet-4.6,lccjs
558,653,WRITER: add README index row for TIL 2026-06-03 CHERRY s4 (missed in #647),WRITER,,,,,,,,,,FIG,sonnet-4.6,lccjs
559,671,add diff-stat pre-flight to close.js,DEV,,,,,,,,,,BANANA,sonnet-4.6,lccjs
560,656,document skill inventory for lccjs,WRITER,30,20,3,27,17,2026-06-03T21:25:24-1000,2026-06-03T21:27:54-1000,,straight docs write; all skills listed in issue present and found in ~/.claude/skills/; also added next-best-action and write-til-doc as project-relevant extras,ELDERBERRY,sonnet-4.6,lccjs
561,635,decision: add @handle validation to issue-filing guidance,ARC,20,15,15,5,0,2026-06-03T21:20:00-1000,2026-06-03T21:35:00-1000,,one-line doc addition to claude_workflow.md; closed as accepted-with-doc-update,DRAGONFRUIT,sonnet-4.6,lccjs
562,669,fix fig→FIG agent casing in DB,DATA,15,8,6,9,2,2026-06-03T21:24:29-1000,2026-06-03T21:30:14-1000,,4 rows updated agent=fig→FIG; confirmed no lowercase remain,CHERRY,sonnet-4.6,lccjs
563,668,DEV: add pre-commit hook to block code commits staged directly on main,DEV,45,15,6,,,2026-06-03T21:25:35-1000,2026-06-03T21:31:07-1000,,new scripts/git-hooks/pre-commit; blocks src/scripts/tests staged on main; passes on worktree branches and doc-only commits; updated CLAUDE.md hooks table and setup comment,APPLE,sonnet-4.6,lccjs
564,613,reveal-md vs FOSS slide alternatives research,RESEARCH,45,25,7,38,18,2026-06-03T21:25:18-1000,2026-06-03T21:31:49-1000,,Marp and Quarto pass file:// constraint; reveal-md and Slidev fail; follow-up DEV #673 filed,GRAPE,sonnet-4.6,lccjs
565,609,correct assembler.md + interpreter.md — three-caller .bst/.lst framing,WRITER,,,,,,,,,,BANANA,sonnet-4.6,lccjs
566,426,Tracker: Tier 1 — research-program implementation (H2/H3/N1/H6/M1/Q10),PM,,,,,,,,,,fig,sonnet-4.6,lccjs
567,608,research: confirm canonical bst/lst framing — one generator three callers,RESEARCH,20,15,2,18,13,2026-06-03T21:55:21-1000,2026-06-03T21:57:33-1000,,"source verified, recommendations posted; buildReportArtifacts is the public seam (not generateBSTLSTContent); Path 3 leads; BANANA unblocked",CHERRY,sonnet-4.6,lccjs
568,624,options analysis for #625 and #626 (M1+M2),RESEARCH,30,15,5,25,10,2026-06-03T21:55:45-1000,2026-06-03T22:00:28-1000,,research-only; no worktree; read claim.js + fruit-agent-orchestrate skill + orchestration-failure-modes.md; posted options analyses on #625 and #626 — key finding: decision label should be in orchestrate skip list but NOT in claim.js block set,ELDERBERRY,sonnet-4.6,lccjs
569,672,RESEARCH: audit issue-title prefix compliance,RESEARCH,20,12,4,16,8,2026-06-03T21:56:42-1000,2026-06-03T22:00:47-1000,,post-#657 window only 7 issues; DATA: is the main gap; filed #679 follow-up,APPLE,sonnet-4.6,lccjs
570,673,validate reveal-md static export on file://,DEV,30,20,4,26,16,2026-06-03T21:56:47-1000,2026-06-03T22:00:49-1000,,"platform confirmed: static export inlines content in textarea, zero fetch() calls, no CORS on file://; checklist committed; open pending #595",GRAPE,sonnet-4.6,lccjs
571,595,DEV: Klipse-style injector — auto-run language-lcc blocks in browser,DEV,45,35,35,10,0,2026-06-03T21:55:33-1000,2026-06-03T22:30:00-1000,,lcc-injector.js + webpack config + test fixture + dist bundles; pre-existing test failures only,DRAGONFRUIT,sonnet-4.6,lccjs
572,680,rewrite ROADMAP.md — feature directions and current state,WRITER,,,,,,,,,,BANANA,sonnet-4.6,lccjs
573,678,"DEV (H5): disassembler.js nesting flatten — guard-clause refactor, oracle-diff verified",DEV,,,,,,,,,,fig,sonnet-4.6,lccjs
574,673,validate reveal-md static export on file://,DEV,30,20,10,20,10,2026-06-03T21:56:47-1000,2026-06-03T22:06:22-1000,,platform+bundle confirmed; injector DOMContentLoaded fires before Reveal Markdown processing — needs Reveal.ready hook; filed #682; closing,GRAPE,sonnet-4.6,lccjs
575,684,add Tetris to ROADMAP.md planned games,WRITER,,,,,,,,,,BANANA,sonnet-4.6,lccjs
576,688,add potato token testing and potato input testing to ROADMAP.md,WRITER,,,,,,,,,,BANANA,sonnet-4.6,lccjs
577,674,DATA: day-seven notebook SQL ceiling is timezone-inconsistent — valid 06-03 HST rows may be silently excluded,DATA,,,,,,,,,,fig,sonnet-4.6,lccjs
578,682,fix: lcc-injector Reveal.ready hook,DEV,20,10,8,12,2,2026-06-03T22:14:51-1000,2026-06-03T22:22:51-1000,,5-line fix + bundle rebuild; straightforward once source located,DRAGONFRUIT,sonnet-4.6,lccjs
579,679,"WRITER: add DATA:, FIX:, TRACKER: to issue-title-convention.md",WRITER,20,8,1,19,7,2026-06-03T22:15:32-1000,2026-06-03T22:16:30-1000,,"3 changes: DATA canonical role added, FIX→DEV + TRACKER→PM in mapping table; UX out of scope per #679 comment",APPLE,sonnet-4.6,lccjs
580,683,distinguish ROLE: prefix from commit-type — define label schema,ARC,45,20,3,42,17,2026-06-03T22:13:50-1000,2026-06-03T22:17:09-1000,,added why-ROLE-not-commit-type section + cheat-sheet + full label schema to issue-title-convention.md; ux label already existed on GH,GRAPE,sonnet-4.6,lccjs
581,686,WRITER: how to author reveal-md slides with live LCC code blocks,WRITER,30,15,1,29,14,2026-06-04T04:55:34-1000,2026-06-04T04:56:55-1000,,created docs/guides/reveal-md-lcc-slides.md; 5-step workflow + data-stdin examples + minimal working example,APPLE,sonnet-4.6,lccjs
582,675,DEV: no webpack build step — dist/lcc.bundle.js is absent,COMBO,30,20,20,10,0,2026-06-04T10:00:00-1000,2026-06-04T10:20:00-1000,,all requirements already met by #595/#682; verified build+npm install works; close commit adds build:browser to CLAUDE.md,DRAGONFRUIT,sonnet-4.6,lccjs
583,681,REVIEW: human review of ROADMAP.md rewrite,REVIEW,20,10,5,15,5,2026-06-04T04:52:00-1000,2026-06-04T04:59:19-1000,,no code changes; posted findings comment; 2 corrections found (cuh63 range notation + stale WIP description),FIG,sonnet-4.6,lccjs
584,685,RESEARCH: assess gameflappyBird.ap — code quality review and improvement catalogue,RESEARCH,45,10,6,39,4,2026-06-04T04:55:22-1000,2026-06-04T05:01:13-1000,,Full read + analysis of 692-line flappy bird source; posted 5-area assessment; filed child #691 (restart loop),BANANA,sonnet-4.6,lccjs
585,690,SPIKE (M2): oracle-CI spike — design CI-compatible oracle mock or container,SPIKE,60,25,4,56,21,2026-06-04T04:57:59-1000,2026-06-04T05:01:58-1000,,Golden-file cache already solves 106/124 tests in CI. Identified 4 Pattern-B files (itOracle) causing 18 skips. Recommendation: migrate to golden-cache pattern (~45m DEV follow-on). No container or binary redistribution needed. Wrote docs/research/oracle-ci-spike.md.,ELDERBERRY,sonnet-4.6,lccjs
586,676,"playground HTML skeleton — textarea, stdin, Run btn, exec output",DEV,45,30,13,32,17,2026-06-04T04:54:43-1000,2026-06-04T05:07:36-1000,,built playground UI: textarea+stdin+Run+exec-output; kept Shiki syntax preview; wired window.lcc with graceful fallback; fixed webpack export:default bug in config,GRAPE,sonnet-4.6,lccjs
587,624,M4/M5 spike — implementation options,RESEARCH,60,25,17,43,8,2026-06-04T04:55:31-1000,2026-06-04T05:12:28-1000,,"--json already in puzzle-status since 230bab1; M4 declare done, M5 option B recommended; doc at docs/research/624-m4-m5-implementation-options.md",CHERRY,sonnet-4.6,lccjs
588,698,REVIEW: human decision — oracle-CI approach from M2 spike,PM,15,5,1,14,4,2026-06-04T05:19:14-1000,2026-06-04T05:20:00-1000,,Filed #698 REVIEW ticket; updated #692 to block on #698. No code changes.,ELDERBERRY,sonnet-4.6,lccjs
589,691,feat(plusdemos): restart-after-game-over loop,DEV,30,15,22,8,7,2026-06-04T05:00:00-1000,2026-06-04T05:22:00-1000,,"3 changes: gameOverMsg string, birdCol reset in initializeGame, restart branch in @endGame",FIG,sonnet-4.6,lccjs
590,681,REVIEW: ROADMAP.md accuracy check,REVIEW,20,8,5,15,3,2026-06-04T05:18:10-1000,2026-06-04T05:23:30-1000,,"3 findings: slides WIP stale (HIGH), playground cites closed issues (MED), -d/-i conflated (LOW-MED); CI clarification noted. All file paths verified correct.",CHERRY,sonnet-4.6,lccjs
591,699,"H5 disassembler flatten — misfiled, already done as #678",PM,5,5,4,1,1,2026-06-04T05:19:55-1000,2026-06-04T05:23:29-1000,,filed child for H5 before checking git history; a3851adc already closed it as #678; closed #699 immediately,GRAPE,sonnet-4.6,lccjs
592,687,DEV: browser playground output area has no terminal aesthetic,DEV,45,30,35,10,0,2026-06-04T10:25:00-1000,2026-06-04T11:00:00-1000,,terminal CSS injected by lcc-injector.js; playground uses #0a0a0a/#4af626; prompt prefix added; dist rebuilt; delta_c=0 as c=30 estimate was under actual=35,DRAGONFRUIT,sonnet-4.6,lccjs
593,692,DEV: migrate 4 direct-oracle test files to golden-cache pattern — eliminates 18 CI skips,DEV,45,20,8,37,12,2026-06-04T05:17:49-1000,2026-06-04T05:25:29-1000,,"migrated 4 spec files; generated 18 goldens (12 branch-mnemonic .e, 2 org .e, 3 e-path .coderegion.txt, 1 bp .stdout.txt); 124/124 pass with no oracle",BANANA,sonnet-4.6,lccjs
594,700,PM: file ILCC dashboard feature-audit research ticket,PM,10,3,1,9,2,2026-06-04T05:25:26-1000,2026-06-04T05:26:01-1000,,"Filed #700 RESEARCH ticket for ILCC dashboard vs lccjs web feature comparison. Seed notes from user: editor, file naming, tabs, terminal output, auto-format, share-as-link, download .a; missing: syntax highlighting.",ELDERBERRY,sonnet-4.6,lccjs
595,693,RESEARCH: survey web_ilcc terminal simulation,RESEARCH,45,20,7,38,13,2026-06-04T05:20:08-1000,2026-06-04T05:26:51-1000,,doc at docs/research/web-ilcc-terminal-simulation.md; filed #702 (pauseOnInput) and #703 (Web Worker step cap); output side already solved via _write hook; input needs pauseOnInput extension,APPLE,sonnet-4.6,lccjs
596,701,velocity analytics batch Q4/Q17/Q18/Q28/Q29,DATA,60,20,4,56,16,2026-06-04T05:24:03-1000,2026-06-04T05:28:30-1000,,Q4: AI wall-clock 3.2m/4m median by H class; Q17: smaller puzzles 2x lower C-variance p<0.001; Q18: H-overshoot 1% base rate unclassifiable; Q28: DRAGONFRUIT improving ELDERBERRY degrading; Q29: needs 4x more rows for 10% power,GRAPE,sonnet-4.6,lccjs
597,704,ROADMAP.md — 3 inaccuracies + 1 clarification gap,WRITER,20,5,4,16,1,2026-06-04T05:47:28-1000,2026-06-04T05:51:30-1000,,"4 edits: -i flag clarified, slides WIP split into 2 bullets + #677 ref, CI clarification. All from #681 review.",CHERRY,sonnet-4.6,lccjs
598,700,RESEARCH: ILCC dashboard feature audit — what exists vs what lccjs web offers,RESEARCH,60,20,24,36,0,2026-06-04T05:25:26-1000,2026-06-04T05:49:53-1000,,"ILCC dashboard is SPA (JS-rendered, WebFetch returned shell only); features from reporter seed notes. Audited 3 lccjs surfaces: showcase (editor+highlighting, no execute), injector (execute+output, no editor), bundle API. Key finding: ILCC has run/playground; lccjs has syntax highlighting; neither has both in one surface. Biggest gap: standalone playground page combining editor+run+output. C under-estimated by 4m.",ELDERBERRY,sonnet-4.6,lccjs
599,695,WRITER: guide — LCC code block options,WRITER,45,18,2,43,16,2026-06-04T05:49:07-1000,2026-06-04T05:51:02-1000,,"docs/guides/lcc-code-blocks.md; 6 options, decision matrix, stdin/interactive gap noted, cross-refs #702/#703/#707",APPLE,sonnet-4.6,lccjs
600,709,DEV: build:site must copy dist/lcc.bundle.js into docs/site/dist/,DEV,20,8,4,16,4,2026-06-04T05:47:12-1000,2026-06-04T05:51:13-1000,,added bundle copy step to build-site.js + npm run build script; bundle → docs/site/dist/lcc.bundle.js confirmed,BANANA,sonnet-4.6,lccjs
601,706,DATA: C-overshoot predictors + ELDERBERRY drift,DATA,30,20,4,26,16,2026-06-04T05:48:41-1000,2026-06-04T05:52:27-1000,,"Q18r/Q28r/Q29r; ELDERBERRY drift confirmed genuine (partial r=0.270, p=0.014); c_min>=11m best threshold; Q29r needs 47mo at current rate",FIG,sonnet-4.6,lccjs
602,710,"DEV: build:site must generate full execution playground — Run button, stdin, terminal output",DEV,60,20,7,53,13,2026-06-04T05:47:12-1000,2026-06-04T05:54:21-1000,,"updated playgroundContent + playgroundScript + CSS in build-site.js; generated HTML has run-btn, stdin-input, exec-output, lcc.bundle.js tag, terminal colors, run handler",BANANA,sonnet-4.6,lccjs
603,714,PM: file web parity gap-checklist tracker + standalone playground ticket,PM,10,4,1,9,3,2026-06-04T05:54:07-1000,2026-06-04T05:55:01-1000,,"Filed #714 (gap-checklist tracker, child of #707) and #715 (standalone playground DEV). Updated #714 body to cross-ref #715.",ELDERBERRY,sonnet-4.6,lccjs
604,702,DEV: add pauseOnInput option to executeBuffer,DEV,45,45,40,5,5,2026-06-04T11:10:00-1000,2026-06-04T11:50:00-1000,,InputPauseSignal in errors.js; pc-- backup in readLineFromStdin/readCharFromStdin; resume() method; api.js closure-based resume; 10 unit tests all green,DRAGONFRUIT,sonnet-4.6,lccjs
605,703,Web Worker execution wrapper with step cap,DEV,60,20,9,51,11,2026-06-04T05:48:38-1000,2026-06-04T05:57:43-1000,,"maxSteps in interpreter.run()+executeBuffer()+api.run(); lcc-worker.js (importScripts bundle, 50k cap, Stop button); build-site.js updated to generate full playground + copy worker; pauseOnInput stubbed pending #702",GRAPE,sonnet-4.6,lccjs
606,720,WRITER: TIL 2026-06-04 ELDERBERRY,WRITER,20,8,1,19,7,2026-06-04T06:07:02-1000,2026-06-04T06:07:44-1000,,4 learnings: oracle golden cache already CI-compatible; check before designing infra; lccjs/ILCC complementary gaps; WebFetch fails on SPAs.,ELDERBERRY,sonnet-4.6,lccjs
607,721,WRITER: TIL — 2026-06-04 DRAGONFRUIT session,WRITER,20,15,15,5,0,2026-06-04T12:00:00-1000,2026-06-04T12:15:00-1000,,"4 lessons: verify-before-implement, pc-- resume trick, signal-vs-error, build/runtime path divergence",DRAGONFRUIT,sonnet-4.6,lccjs
608,722,TIL: BANANA 2026-06-04 — golden-cache + build generators must own all features,WRITER,20,8,1,19,7,2026-06-04T06:07:05-1000,2026-06-04T06:08:05-1000,,"3-section TIL: golden-cache pattern, build generator ownership, bundle path mismatch",BANANA,sonnet-4.6,lccjs
609,723,TIL 2026-06-04 FIG,WRITER,10,8,5,5,3,2026-06-04T06:03:00-1000,2026-06-04T06:08:48-1000,,"3 sections: restart loop pattern, partial correlation de-confounding, ROADMAP range-notation check",FIG,sonnet-4.6,lccjs
610,725,"TIL 2026-06-04 APPLE — browser output solved, pauseOnInput gap, ROLE vs commit type",WRITER,15,8,3,12,5,2026-06-04T06:06:40-1000,2026-06-04T06:09:42-1000,,"3 learnings: _write hook, 3-tier stdin model, ROLE!=commit-type",APPLE,sonnet-4.6,lccjs
611,727,"TIL 2026-06-04 CHERRY — module check, doc verification, stale citations",WRITER,15,8,6,9,2,2026-06-04T06:06:44-1000,2026-06-04T06:12:55-1000,,"3 lessons: --json already existed (no build needed), doc review = verification pass, tracker refs > implementation issue refs",CHERRY,sonnet-4.6,lccjs
612,731,PM: file #731 human inspection REVIEW for ILCC dashboard unknowns,PM,10,3,1,9,2,2026-06-04T06:17:15-1000,2026-06-04T06:17:41-1000,,Filed #731 REVIEW ticket; blocks #714; 7-item checklist for human to fill in SPA unknowns.,ELDERBERRY,sonnet-4.6,lccjs
613,730,"TIL 2026-06-04 GRAPE — playground cluster, Web Worker step cap, parallel step-limit discovery",WRITER,15,10,8,7,2,2026-06-04T06:10:18-1000,2026-06-04T06:18:40-1000,,5 lessons: git log before child issues; webpack UMD export:default bug; build-site.js generates playground; two step caps; rebase conflict both-sides-right,GRAPE,sonnet-4.6,lccjs
614,694,architecture diagram + user-flow FAQ flowchart,WRITER,60,15,2,58,13,2026-06-04T06:20:18-1000,2026-06-04T06:22:46-1000,,Mermaid architecture diagram + flowchart + quick-ref table in docs/orientation.md,GRAPE,sonnet-4.6,lccjs
615,708,reconfirm oracle golden files accurate,RESEARCH,30,20,1,29,19,2026-06-04T06:19:39-1000,2026-06-04T06:20:05-1000,,zero goldens changed — trivially green; all 124 oracle tests pass,BANANA,sonnet-4.6,lccjs
616,714,PM: file child issues #732-#736 for web parity tracker #714,PM,30,20,2,28,18,2026-06-04T06:22:26-1000,2026-06-04T06:24:26-1000,,Filed 5 child DEV issues (#732-#736) and updated #714 tracker body with all child issue links,DRAGONFRUIT,sonnet-4.6,lccjs
617,713,"CLI flag audit — OG parity complete, three gaps found",RESEARCH,60,25,5,55,20,2026-06-04T06:20:53-1000,2026-06-04T06:25:49-1000,,"OG parity complete; 3 child tickets: #737 dead -nostats, #738 -v undocumented, #739 -i forwarding gap",APPLE,sonnet-4.6,lccjs
618,716,SPIKE: end-to-end validation lcc-code-blocks.md,RESEARCH,60,25,9,51,16,2026-06-04T06:20:25-1000,2026-06-04T06:29:13-1000,,build:site playgroundCss bug fixed; playground path corrected playground->showcase; Option 1 how-to corrected; child ticket #740 filed,ELDERBERRY,sonnet-4.6,lccjs
619,724,"unify step-cap, retire instructionsCap, add --max-steps",DEV,45,30,10,35,20,2026-06-04T06:20:27-1000,2026-06-04T06:30:50-1000,,"clean refactor: run() owns unified cap, step() loses instructionsCap check, CLI flag added to both lcc.js and interpreter.js main()",FIG,sonnet-4.6,lccjs
620,712,textbook demo C/assembly output-parity spec,TEST,45,20,15,30,5,2026-06-04T06:19:16-1000,2026-06-04T06:34:15-1000,,"25 clean passes, 6 test.failing (assembler multi-instr bugs + assembly bugs), 3 test.skip (pointer semantics, debug trap, linker)",CHERRY,sonnet-4.6,lccjs
621,738,document -v/--verbose flag in lcc.js help output,WRITER,15,5,1,14,4,2026-06-04T06:55:59-1000,2026-06-04T06:57:19-1000,,two-line edit to printHelp(); verified with lcc -h; pre-existing velocity CSV test failures unrelated,BANANA,sonnet-4.6,lccjs
622,739,lcc -i silently drops -m/-r/-f/-x/-t flags,DEV,20,8,2,18,6,2026-06-04T06:58:10-1000,2026-06-04T07:00:41-1000,,forwarded -t/-x/-f; documented -m/-r exclusion in docstring+help; 3 unit tests,GRAPE,sonnet-4.6,lccjs
623,737,"-nostats dead flag — wire, document, test",DEV,15,15,2,13,13,2026-06-04T07:01:18-1000,2026-06-04T07:03:15-1000,,wire+doc+2 tests; follow-up #747 for .a/.hex/.bin path coverage,APPLE,sonnet-4.6,lccjs
624,740,build:site Shiki highlighting for fenced lcc blocks in .md docs,DEV,60,20,6,54,14,2026-06-04T06:59:28-1000,2026-06-04T07:05:27-1000,,Added marked.use() custom renderer calling hl.codeToHtml for lcc blocks; added guides/ to DOCS_SECTIONS; updated lcc-code-blocks.md guide with demo block and removed stale #740 note,DRAGONFRUIT,sonnet-4.6,lccjs
625,728,add verify-repro step to pickup protocol in claude_workflow.md,WRITER,20,10,1,19,9,2026-06-04T07:07:12-1000,2026-06-04T07:08:05-1000,,"one new step 5 inserted, old 5-6 renumbered to 6-7; 5 sentences, placed between read-refs-docs and TaskCreate",FIG,sonnet-4.6,lccjs
626,742,remove s debug trap from demo-016 tail-recursion,TEST,15,8,2,13,6,2026-06-04T07:08:37-1000,2026-06-04T07:10:35-1000,,removed s instruction + header reference; changed test.skip to test() for demo-016,CHERRY,sonnet-4.6,lccjs
627,697,RESEARCH: assess CodeMirror for playground editor,RESEARCH,45,20,3,42,17,2026-06-04T07:07:16-1000,2026-06-04T07:10:39-1000,,CodeMirror 6 recommended; grammar reuse via @cmshiki/shiki; child ticket #748 filed,ELDERBERRY,sonnet-4.6,lccjs
628,746,update all refs to instructionsCap after maxSteps unification,WRITER,30,10,2,28,8,2026-06-04T07:09:02-1000,2026-06-04T07:11:35-1000,,8 files: 7 docs + 1 src comment; lcc.js printHelp updated too; pre-existing velocity CSV failures unrelated,BANANA,sonnet-4.6,lccjs
629,711,SPIKE: verify playground E2E test strategy,SPIKE,45,20,5,40,15,2026-06-04T07:06:34-1000,2026-06-04T07:11:32-1000,,file:// Worker restriction discovery; Playwright+HTTP server recommended; research doc + test file + config committed,GRAPE,sonnet-4.6,lccjs
630,711,SPIKE verify playground end-to-end — Playwright + bundle browser fixes,SPIKE,45,30,12,33,18,2026-06-04T07:09:26-1000,2026-06-04T07:21:18-1000,,"Found+fixed process.platform module-level crash and Buffer not polyfilled; all 3 Playwright tests pass (T1 Hello World, T2 error class, T3 stdin); committed research doc + test file",DRAGONFRUIT,sonnet-4.6,lccjs
631,696,add GitHub Pages CI workflow to ROADMAP.md done section,WRITER,5,3,1,4,2,2026-06-04T07:53:19-1000,2026-06-04T07:54:09-1000,,one bullet added to Syntax-highlighted demos subsection; phrasing from issue template,BANANA,sonnet-4.6,lccjs
632,745,add npm run test:parity for textbook-demo C/assembly parity suite,DEV,15,5,1,14,4,2026-06-04T07:55:13-1000,2026-06-04T07:55:53-1000,,"one line in package.json, modelled on test:oracle pattern; verified 32 pass + 2 intentional skips",FIG,sonnet-4.6,lccjs
633,715,DEV standalone playground page — editor + run + terminal output,DEV,60,20,3,57,17,2026-06-04T07:54:27-1000,2026-06-04T07:57:28-1000,,"Created docs/playground/index.html: Shiki CDN highlighting, Run button, terminal output (#0a0a0a/#4af626), stdin textarea, error display, Ctrl+Enter shortcut. All 4 Playwright tests pass.",DRAGONFRUIT,sonnet-4.6,lccjs
634,750,lcc.bundle.js throws ReferenceError: process is not defined,DEV,20,8,3,17,5,2026-06-04T07:55:40-1000,2026-06-04T07:58:15-1000,,npm install --save-dev process; two-line webpack.browser.config.js change; both bundles rebuilt clean,BANANA,sonnet-4.6,lccjs
635,749,CodeMirror 6 feature-set inventory,RESEARCH,60,35,4,56,31,2026-06-04T07:55:47-1000,2026-06-04T07:59:30-1000,,All 6 areas covered; #697 open Qs answered; recommended implementation order for #748,APPLE,sonnet-4.6,lccjs
636,743,enable demo-006 parity — replace %p with y != NULL in C source,TEST,30,10,1,29,9,2026-06-04T08:02:45-1000,2026-06-04T08:03:57-1000,,ran assembly to confirm output is 1/7/7; C fix: printf %p -> y != NULL (both print 1); removed skip; 33 pass now,FIG,sonnet-4.6,lccjs
637,747,-nostats flag regression coverage: .a/.hex/.bin paths + output parity,TEST,30,20,11,19,9,2026-06-04T07:53:30-1000,2026-06-04T08:04:09-1000,,4 new virtualFs integration tests in lcc.integration.spec.js covering .a/.hex/.bin -nostats paths; verified .e still written on .a; output-parity check vs non-nostats run,CHERRY,sonnet-4.6,lccjs
638,748,feat(playground): replace textarea with CodeMirror 6 editor,DEV,60,35,6,54,29,2026-06-04T08:01:58-1000,2026-06-04T08:08:15-1000,,codemirror@6 single-bundle; basicSetup+indentWithTab; Shiki panel kept (cmshiki proof-of-concept deferred per #749); impl in build-site.js not built HTML,ELDERBERRY,sonnet-4.6,lccjs
639,744,textbook-demos parity skips demo-034,TEST,45,25,15,30,10,2026-06-04T07:55:14-1000,2026-06-04T08:10:45-1000,,replaced .global main with inline startup stub; updated C to match hardcoded argv; test now passes,GRAPE,sonnet-4.6,lccjs
640,734,playground filename input field,DEV,30,10,2,28,8,2026-06-04T08:18:24-1000,2026-06-04T08:20:27-1000,,"added filename-input to run bar: CSS, HTML label+input, JS getFilename/isValidFilename helpers, input listener with .invalid highlighting",CHERRY,sonnet-4.6,lccjs
641,729,wire pauseOnInput into playground — interactive stdin prompt widget,DEV,45,35,30,15,5,2026-06-04T08:00:00-1000,2026-06-04T08:30:11-1000,,Worker stateful resumeFn; api.js partialOutput; build-site.js showPrompt/hidePrompt wiring,DRAGONFRUIT,sonnet-4.6,lccjs
642,753,SPIKE: @cmshiki/shiki PoC — lcc grammar via esm.sh CDN,SPIKE,45,30,12,33,18,2026-06-04T08:21:03-1000,2026-06-04T08:32:57-1000,,PASS: @cmshiki/shiki@0.2.0 + shiki@3 + custom lcc grammar works via esm.sh CDN; dedup via import map + ?external=; shiki@3 vs shiki@4 version delta noted,ELDERBERRY,sonnet-4.6,lccjs
643,763,"TIL 2026-06-04 CHERRY s2 — .e preamble, multi-instr drop, spawnSync, test.failing",WRITER,15,10,12,3,2,2026-06-04T08:25:27-1000,2026-06-04T08:37:02-1000,,,CHERRY,sonnet-4.6,lccjs
644,624,Tracker: act on #610 orchestration failure mode mitigations (M1-M13),RESEARCH,60,45,17,,,2026-06-04T08:22:14-1000,2026-06-04T08:39:13-1000,,"Posted options analyses on M6/#630 M8/#632 M10/#633 M13/#636; filed #764 (overdue TIL harvest), #765 (gh comment permissions). All 7 open M-items now decision-ready.",FIG,sonnet-4.6,lccjs
645,767,"TIL 2026-06-04 GRAPE s2 — blocked-tracker check, serial Bash calls, worktree artifact scope",WRITER,15,10,31,,,2026-06-04T08:36:37-1000,2026-06-04T09:07:00-1000,,,GRAPE,sonnet-4.6,lccjs
646,758,codify rule: .hex/.bin fixtures use raw word values,CHORE,15,8,,,,2026-06-04T09:43:05-1000,2026-06-04T20:25:02-1000,,inter-turn gap; actual wall-clock negligible. Added RULES.md rule 17.,FIG,sonnet-4.6,lccjs
